ID,slug,reward,status,submission_result
433,min-cost-climbing-stairs,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 17408000, 'display_runtime': '0', 'question_id': '747', 'elapsed_time': 19, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742386536020, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 285, 'total_testcases': 285, 'runtime_percentile': 100, 'status_memory': '17.4 MB', 'memory_percentile': 87.97240000000001, 'pretty_lang': 'C++', 'submission_id': '1579024349', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
434,find-if-path-exists-in-graph,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '824 ms', 'memory': 391188000, 'display_runtime': '824', 'question_id': '2121', 'elapsed_time': 1381, 'compare_result': '1111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742386610405, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 34, 'total_testcases': 34, 'runtime_percentile': 9.605200000000062, 'status_memory': '391.2 MB', 'memory_percentile': 7.184300000000196, 'pretty_lang': 'C++', 'submission_id': '1579025272', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
436,find-all-numbers-disappeared-in-an-array,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '3 ms', 'memory': 52884000, 'display_runtime': '3', 'question_id': '448', 'elapsed_time': 83, 'compare_result': '11111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742387285031, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 35, 'total_testcases': 35, 'runtime_percentile': 81.86220000000002, 'status_memory': '52.9 MB', 'memory_percentile': 98.1986, 'pretty_lang': 'C++', 'submission_id': '1579033901', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
824,fibonacci-number,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '2 ms', 'memory': 7648000, 'question_id': '1013', 'elapsed_time': 10, 'compare_result': '1111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742387342287, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 31, 'total_testcases': 31, 'runtime_percentile': 78.5789, 'status_memory': '7.6 MB', 'memory_percentile': 86.8852, 'pretty_lang': 'C++', 'submission_id': '1579034611', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
825,shortest-subarray-to-be-removed-to-make-array-sorted,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 70592000, 'display_runtime': '0', 'question_id': '1679', 'elapsed_time': 113, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742387398365, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 119, 'total_testcases': 119, 'runtime_percentile': 100, 'status_memory': '70.6 MB', 'memory_percentile': 88.3852, 'pretty_lang': 'C++', 'submission_id': '1579035290', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
826,sum-multiples,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 8660000, 'display_runtime': '0', 'question_id': '2752', 'elapsed_time': 15, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742387476220, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 1000, 'total_testcases': 1000, 'runtime_percentile': 100, 'status_memory': '8.7 MB', 'memory_percentile': 12.868800000000007, 'pretty_lang': 'C++', 'submission_id': '1579036290', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
827,product-of-array-except-self,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 42236000, 'display_runtime': '0', 'question_id': '238', 'elapsed_time': 51, 'compare_result': '111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742387534378, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 24, 'total_testcases': 24, 'runtime_percentile': 100, 'status_memory': '42.2 MB', 'memory_percentile': 16.60839999999999, 'pretty_lang': 'C++', 'submission_id': '1579037014', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
828,largest-rectangle-in-histogram,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '54 ms', 'memory': 85892000, 'display_runtime': '54', 'question_id': '84', 'elapsed_time': 160, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742387594633, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 99, 'total_testcases': 99, 'runtime_percentile': 12.436400000000003, 'status_memory': '85.9 MB', 'memory_percentile': 29.44420000000001, 'pretty_lang': 'C++', 'submission_id': '1579037847', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
829,perfect-rectangle,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '48 ms', 'memory': 38008000, 'display_runtime': '48', 'question_id': '391', 'elapsed_time': 116, 'compare_result': '1111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742387966099, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 49, 'total_testcases': 49, 'runtime_percentile': 35.294000000000075, 'status_memory': '38 MB', 'memory_percentile': 32.63660000000003, 'pretty_lang': 'C++', 'submission_id': '1579042745', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
830,buddy-strings,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 9068000, 'display_runtime': '0', 'question_id': '889', 'elapsed_time': 23, 'compare_result': '111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742388032708, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 39, 'total_testcases': 39, 'runtime_percentile': 100, 'status_memory': '9.1 MB', 'memory_percentile': 95.6941, 'pretty_lang': 'C++', 'submission_id': '1579043594', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
831,kth-ancestor-of-a-tree-node,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '20 ms', 'memory': 113648000, 'display_runtime': '20', 'question_id': '1296', 'elapsed_time': 292, 'compare_result': '11111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742388101210, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 17, 'total_testcases': 17, 'runtime_percentile': 99.50590000000001, 'status_memory': '113.6 MB', 'memory_percentile': 98.68230000000003, 'pretty_lang': 'C++', 'submission_id': '1579044516', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
832,find-the-longest-valid-obstacle-course-at-each-position,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '38 ms', 'memory': 121740000, 'display_runtime': '38', 'question_id': '2096', 'elapsed_time': 255, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742388256118, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 78, 'total_testcases': 78, 'runtime_percentile': 61.44040000000003, 'status_memory': '121.7 MB', 'memory_percentile': 97.2456, 'pretty_lang': 'C++', 'submission_id': '1579046630', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
833,queries-on-number-of-points-inside-a-circle,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '19 ms', 'memory': 20332000, 'display_runtime': '19', 'question_id': '1939', 'elapsed_time': 64, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742388402230, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 66, 'total_testcases': 66, 'runtime_percentile': 78.41350000000001, 'status_memory': '20.3 MB', 'memory_percentile': 71.58680000000001, 'pretty_lang': 'C++', 'submission_id': '1579048619', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
834,integer-to-roman,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '4 ms', 'memory': 9192000, 'display_runtime': '4', 'question_id': '12', 'elapsed_time': 24, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742388487605, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 3999, 'total_testcases': 3999, 'runtime_percentile': 47.930500000000016, 'status_memory': '9.2 MB', 'memory_percentile': 84.3068, 'pretty_lang': 'C++', 'submission_id': '1579049758', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
